City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,Ancud,-41.8697,-73.8203,50.23,65,100,17.76,CL,2022-04-02 19:22:30
292,Zhigansk,66.7697,123.3711,-3.55,100,100,1.77,RU,2022-04-02 19:22:31
293,Mount Gambier,-37.8333,140.7667,54.18,90,95,4.43,AU,2022-04-02 19:18:57
294,Te Anau,-45.4167,167.7167,46.06,86,55,0.78,NZ,2022-04-02 19:19:27
295,Touros,-5.1989,-35.4608,82.89,73,87,12.95,BR,2022-04-02 19:22:31
296,Prince Rupert,54.3161,-130.3201,42.89,75,100,36.82,CA,2022-04-02 19:20:10
297,De-Kastri,51.4667,140.7833,25.23,86,100,4.61,RU,2022-04-02 19:22:32
298,Vao,-22.6667,167.4833,78.93,87,100,19.53,NC,2022-04-02 19:22:32
299,Sorland,67.667,12.6934,33.67,57,100,21.61,NO,2022-04-02 19:22:33
300,Kalmunai,7.4167,81.8167,78.8,83,78,7.74,LK,2022-04-02 19:22:33
301,Belmonte,-15.8631,-38.8828,81.73,67,11,6.91,BR,2022-04-02 19:22:33
302,Dauphin,51.1494,-100.0502,33.94,60,100,8.05,CA,2022-04-02 19:22:34
303,Mapiripan,2.8892,-72.1256,84.07,72,76,4.14,CO,2022-04-02 19:22:34
304,Mutare,-18.9707,32.6709,63.77,96,35,4.83,ZW,2022-04-02 19:22:34
305,Sucua,-2.4667,-78.1667,77.74,69,40,11.5,EC,2022-04-02 19:22:35
306,Lixourion,38.2019,20.4314,55.29,78,5,17.78,GR,2022-04-02 19:22:35
307,Northam,51.0333,-4.2167,42.62,67,24,6.11,GB,2022-04-02 19:22:35
308,Basoko,1.2391,23.616,71.38,98,100,11.65,CD,2022-04-02 19:22:36
309,Tilichiki,60.4667,166.1,15.82,93,100,10.0,RU,2022-04-02 19:22:36
310,Kushima,31.4583,131.2333,48.79,76,100,7.29,JP,2022-04-02 19:22:37
311,Dingle,10.9995,122.6711,75.6,84,100,7.07,PH,2022-04-02 19:19:45
312,Hegra,63.4644,11.114,34.41,93,75,17.27,NO,2022-04-02 19:22:37
313,Lorengau,-2.0226,147.2712,78.31,84,100,4.92,PG,2022-04-02 19:22:38
314,Abeche,13.8292,20.8324,89.13,9,87,9.62,TD,2022-04-02 19:22:38
315,Sistranda,63.7256,8.834,35.56,81,100,18.59,NO,2022-04-02 19:22:38
316,Malinovoye Ozero,51.6753,79.7825,35.69,88,100,6.24,RU,2022-04-02 19:22:39
317,Manta,-0.95,-80.7333,83.98,74,75,8.05,EC,2022-04-02 19:20:07
318,Chino Valley,34.7575,-112.4538,72.77,23,0,13.8,US,2022-04-02 19:20:10
319,Jagdalpur,19.0667,82.0333,77.41,42,5,6.26,IN,2022-04-02 19:22:39
320,Manbij,36.5281,37.9549,64.08,38,0,5.57,SY,2022-04-02 19:22:40
321,Havelock,34.8791,-76.9013,65.98,61,0,12.66,US,2022-04-02 19:19:52
322,Partizanskoye,55.5006,94.39,27.5,77,100,13.38,RU,2022-04-02 19:23:40
323,Ilulissat,69.2167,-51.1,35.62,55,20,3.44,GL,2022-04-02 19:23:41
324,The Pas,53.8251,-101.2541,26.62,68,75,4.61,CA,2022-04-02 19:23:41
325,Clyde River,70.4692,-68.5914,14.23,92,75,11.5,CA,2022-04-02 19:20:01
326,Guerrero Negro,27.9769,-114.0611,67.24,53,7,11.97,MX,2022-04-02 19:23:41
327,Mocuba,-16.8392,36.9856,71.78,98,1,3.15,MZ,2022-04-02 19:23:42
328,Mala,-12.6581,-76.6308,73.85,73,81,8.01,PE,2022-04-02 19:23:42
329,Luzhou,28.8724,105.4405,57.29,81,0,3.36,CN,2022-04-02 19:23:43
330,Sao Jose Da Coroa Grande,-8.8978,-35.1478,82.24,68,17,7.63,BR,2022-04-02 19:23:43
331,Jiangkou,25.4872,119.1986,53.35,81,100,11.01,CN,2022-04-02 19:23:12
332,Sur,22.5667,59.5289,82.9,39,61,8.48,OM,2022-04-02 19:23:44
333,Hamilton,39.1834,-84.5333,53.22,52,40,9.22,US,2022-04-02 19:18:52
334,Saint-Joseph,-21.3667,55.6167,75.58,97,100,17.52,RE,2022-04-02 19:23:44
335,Labytnangi,66.6572,66.4183,2.77,94,43,7.7,RU,2022-04-02 19:23:44
336,Coquimbo,-29.9533,-71.3436,60.53,77,75,8.05,CL,2022-04-02 19:23:45
337,Komsomolskiy,40.4272,71.7189,57.92,58,0,6.91,UZ,2022-04-02 19:23:45
338,Camacha,33.0833,-16.3333,60.22,67,20,11.5,PT,2022-04-02 19:23:46
339,Mahon,39.8885,4.2658,46.96,61,20,5.75,ES,2022-04-02 19:22:32
340,Sitka,57.0531,-135.33,44.49,57,100,14.97,US,2022-04-02 19:23:46
341,Souillac,-20.5167,57.5167,73.78,100,75,9.22,MU,2022-04-02 19:23:46
342,Tezu,27.9167,96.1667,68.58,88,84,3.91,IN,2022-04-02 19:23:47
343,Haines Junction,60.7522,-137.5108,35.55,48,97,5.75,CA,2022-04-02 19:23:47
344,Ous,60.9058,61.5186,16.2,95,96,2.13,RU,2022-04-02 19:23:47
345,Phatthalung,7.5,100.0833,76.28,85,59,1.88,TH,2022-04-02 19:23:48
346,Buraydah,26.326,43.975,81.05,10,17,10.29,SA,2022-04-02 19:20:31
347,Salinopolis,-0.6136,-47.3561,81.63,81,55,9.04,BR,2022-04-02 19:23:48
348,Port Lincoln,-34.7333,135.8667,59.74,81,48,8.99,AU,2022-04-02 19:22:12
349,Bucerias,20.75,-105.3333,76.98,61,40,12.66,MX,2022-04-02 19:22:59
350,Tuatapere,-46.1333,167.6833,47.26,93,40,2.86,NZ,2022-04-02 19:23:49
351,Maanshan,31.6957,118.4983,42.85,61,0,4.47,CN,2022-04-02 19:23:49
352,Naze,28.3667,129.4833,61.72,71,100,14.47,JP,2022-04-02 19:23:50
353,Turtas,58.9417,69.1325,17.01,97,100,3.83,RU,2022-04-02 19:23:50
354,Lompoc,34.6391,-120.4579,71.69,73,100,8.05,US,2022-04-02 19:23:50
355,Angoche,-16.2325,39.9086,78.6,74,0,4.52,MZ,2022-04-02 19:23:51
356,Barentu,15.1139,37.5928,85.23,25,64,11.16,ER,2022-04-02 19:23:51
357,Saldanha,-33.0117,17.9442,68.05,71,0,16.96,ZA,2022-04-02 19:23:51
358,Senneterre,48.3835,-77.2328,33.46,82,100,6.71,CA,2022-04-02 19:23:52
359,Sessa Aurunca,41.2408,13.9328,41.99,90,84,5.26,IT,2022-04-02 19:23:52
360,Bhilai,21.2167,81.4333,85.77,15,5,6.31,IN,2022-04-02 19:23:52
361,Zalantun,48.0,122.7167,37.67,47,0,3.87,CN,2022-04-02 19:23:53
362,Koygorodok,60.445,50.9968,24.46,87,100,7.43,RU,2022-04-02 19:23:53
363,Walvis Bay,-22.9575,14.5053,58.15,88,0,5.75,NA,2022-04-02 19:23:53
364,Constitucion,-35.3333,-72.4167,64.44,69,26,15.99,CL,2022-04-02 19:20:49
365,Tateyama,34.9833,139.8667,47.1,62,100,10.51,JP,2022-04-02 19:23:54
366,Wuda,39.4994,106.7117,42.73,23,6,7.74,CN,2022-04-02 19:23:54
367,Bassano,50.7834,-112.4685,51.03,36,100,9.82,CA,2022-04-02 19:23:55
368,Sisimiut,66.9395,-53.6735,32.58,85,100,4.14,GL,2022-04-02 19:24:55
369,Krasnaya Gorbatka,55.8703,41.7641,32.49,98,100,11.07,RU,2022-04-02 19:24:55
370,Novopokrovka,49.8425,36.5477,52.3,82,100,15.61,UA,2022-04-02 19:24:56
371,Mar Del Plata,-38.0023,-57.5575,69.87,59,0,20.0,AR,2022-04-02 19:24:56
372,Cayenne,4.9333,-52.3333,80.1,1,75,7.0,GF,2022-04-02 19:24:56
373,Dudinka,69.4058,86.1778,6.62,100,100,5.84,RU,2022-04-02 19:24:57
374,Timra,62.487,17.3257,29.88,86,89,3.44,SE,2022-04-02 19:24:57
375,Takhtamygda,54.1,123.5667,21.65,98,100,1.79,RU,2022-04-02 19:24:58
376,Mezen,65.8522,44.24,16.12,94,97,4.7,RU,2022-04-02 19:24:58
377,Portland,45.5234,-122.6762,56.77,63,40,5.01,US,2022-04-02 19:22:41
378,Soyo,-6.1349,12.3689,78.64,89,100,7.09,AO,2022-04-02 19:24:58
379,Mulege,26.8833,-111.9833,80.19,25,2,8.9,MX,2022-04-02 19:24:59
380,Tessalit,20.1986,1.0114,92.12,10,0,10.65,ML,2022-04-02 19:24:59
381,Voskresenskoye,56.8381,45.4317,32.56,96,100,10.0,RU,2022-04-02 19:25:00
382,Hofn,64.2539,-15.2082,44.46,72,100,7.67,IS,2022-04-02 19:25:00
383,Bilibino,68.0546,166.4372,-2.2,90,97,3.47,RU,2022-04-02 19:25:00
384,Celestun,20.8667,-90.4,86.9,60,66,11.99,MX,2022-04-02 19:25:01
385,Lakes Entrance,-37.8811,147.981,60.17,93,100,12.01,AU,2022-04-02 19:25:01
386,Marsh Harbour,26.5412,-77.0636,78.6,76,9,12.15,BS,2022-04-02 19:25:02
387,Tres Arroyos,-38.3739,-60.2798,70.7,37,0,18.21,AR,2022-04-02 19:25:02
388,Port Blair,11.6667,92.75,81.84,76,80,8.19,IN,2022-04-02 19:25:03
389,Seoul,37.5683,126.9778,36.84,86,0,1.14,KR,2022-04-02 19:23:12
390,Solnechnyy,50.7214,136.6319,23.05,90,48,4.99,RU,2022-04-02 19:25:03
391,Kahului,20.8947,-156.47,78.82,72,40,23.02,US,2022-04-02 19:22:38
392,Youghal,51.95,-7.8506,45.61,100,50,4.65,IE,2022-04-02 19:25:04
393,Langsa,4.4683,97.9683,73.81,97,100,2.53,ID,2022-04-02 19:25:04
394,Tabas,33.5959,56.9244,73.22,13,0,4.68,IR,2022-04-02 19:25:04
395,Ewa Beach,21.3156,-158.0072,79.59,59,40,19.57,US,2022-04-02 19:25:05
396,Krasnoselkup,65.7,82.4667,-2.97,100,66,6.22,RU,2022-04-02 19:25:05
397,Banjar,-8.19,114.9675,75.88,88,18,4.07,ID,2022-04-02 19:25:06
398,Panaba,21.2833,-88.2667,100.24,26,92,13.04,MX,2022-04-02 19:25:06
399,Campbell River,50.0163,-125.2446,47.73,71,100,10.36,CA,2022-04-02 19:23:26
400,San Francisco Del Mar,16.2333,-94.65,83.37,59,100,10.27,MX,2022-04-02 19:25:07
401,Chaihe,44.7667,129.7,32.18,54,60,5.61,CN,2022-04-02 19:25:07
402,Payo,-3.7508,103.6372,73.74,93,99,1.63,ID,2022-04-02 19:25:08
403,Grand-Santi,4.25,-54.3833,79.83,94,94,4.38,GF,2022-04-02 19:25:08
404,Sambava,-14.2667,50.1667,76.66,87,23,9.86,MG,2022-04-02 19:25:08
405,Shirokiy,49.758,129.523,23.88,92,20,4.88,RU,2022-04-02 19:25:09
406,Le Port,-20.9373,55.2919,77.0,88,99,4.94,RE,2022-04-02 19:25:09
407,Bengkulu,-3.8004,102.2655,76.05,81,100,5.37,ID,2022-04-02 19:25:10
408,Soc Trang,9.6033,105.98,79.81,79,100,12.68,VN,2022-04-02 19:25:10
409,Qui Nhon,13.7667,109.2333,72.59,82,100,24.87,VN,2022-04-02 19:25:10
410,Shingu,33.7333,135.9833,50.61,92,100,9.98,JP,2022-04-02 19:25:11
411,Kaitong,44.8135,123.15,43.14,27,85,13.02,CN,2022-04-02 19:25:11
412,Pucallpa,-8.3791,-74.5539,77.04,69,75,9.22,PE,2022-04-02 19:25:12
413,Agboville,5.928,-4.2132,79.79,81,100,4.5,CI,2022-04-02 19:25:12
414,Lensk,60.7253,114.9278,1.81,99,100,1.97,RU,2022-04-02 19:31:13
415,Bollnas,61.3482,16.3946,30.81,84,69,5.75,SE,2022-04-02 19:31:13
416,Sakaraha,-22.9,44.5333,71.76,70,65,1.68,MG,2022-04-02 19:31:14
417,Bage,-31.3314,-54.1069,73.99,49,0,10.89,BR,2022-04-02 19:31:14
418,Kysyl-Syr,63.8986,122.7617,10.49,97,100,1.43,RU,2022-04-02 19:31:14
419,Muisne,0.6,-80.0333,81.5,74,43,9.06,EC,2022-04-02 19:31:15
420,Nsanje,-16.92,35.262,72.79,98,9,2.62,MW,2022-04-02 19:31:15
421,San Lazaro,18.0387,-88.6622,92.19,42,0,12.33,BZ,2022-04-02 19:29:15
422,Namatanai,-3.6667,152.4333,77.11,88,100,5.97,PG,2022-04-02 19:29:41
423,Kochinda,21.7333,84.35,78.33,23,3,3.18,IN,2022-04-02 19:31:16
424,Vangaindrano,-23.35,47.6,70.93,91,1,1.1,MG,2022-04-02 19:31:16
425,Vadso,70.0744,29.7487,20.28,67,100,9.22,NO,2022-04-02 19:31:17
426,Yumen,40.2833,97.2,46.29,12,0,10.67,CN,2022-04-02 19:31:17
427,Victoria,22.2855,114.1577,61.32,70,99,11.99,HK,2022-04-02 19:30:15
428,Christchurch,-43.5333,172.6333,58.95,90,75,6.91,NZ,2022-04-02 19:28:10
429,College,64.8569,-147.8028,17.08,54,100,4.61,US,2022-04-02 19:27:01
430,Gat,31.61,34.7642,72.39,40,100,2.24,IL,2022-04-02 19:31:18
431,Sovetskaya Gavan,48.9723,140.2878,27.93,82,100,7.29,RU,2022-04-02 19:31:18
432,Naifaru,5.4444,73.3657,82.2,72,4,2.86,MV,2022-04-02 19:31:19
433,Atraulia,26.3333,82.95,77.9,14,0,3.56,IN,2022-04-02 19:31:19
434,Iquique,-20.2208,-70.1431,69.84,65,8,6.15,CL,2022-04-02 19:31:20
435,Talaya,61.3833,152.75,-0.02,97,100,1.97,RU,2022-04-02 19:31:20
436,Shache,38.4167,77.2406,56.71,28,100,5.23,CN,2022-04-02 19:31:21
437,Formosa Do Rio Preto,-11.0483,-45.1931,90.9,33,46,4.61,BR,2022-04-02 19:31:21
438,Tevaitoa,-16.7833,-151.5,82.09,76,55,11.32,PF,2022-04-02 19:31:21
439,Nacala,-14.5428,40.6728,75.02,92,6,3.44,MZ,2022-04-02 19:31:22
440,Fort Nelson,58.8053,-122.7002,15.39,62,75,0.0,CA,2022-04-02 19:31:22
441,Okha,53.5739,142.9478,13.06,94,76,5.03,RU,2022-04-02 19:31:23
442,Komsomolets,53.7453,62.0708,37.54,90,100,12.64,KZ,2022-04-02 19:31:23
443,Alangayam,12.6,78.75,73.53,85,7,3.15,IN,2022-04-02 19:31:24
444,Lae,-6.7221,146.9847,75.43,90,100,5.21,PG,2022-04-02 19:31:24
445,Broken Hill,-31.95,141.4333,51.51,58,7,0.0,AU,2022-04-02 19:31:24
446,Stornoway,58.2093,-6.3865,40.96,78,40,4.61,GB,2022-04-02 19:31:25
447,Rocha,-34.4833,-54.3333,69.71,52,5,12.15,UY,2022-04-02 19:31:25
448,Dharchula,29.85,80.5333,61.45,34,0,7.34,IN,2022-04-02 19:31:25
449,Tubuala,9.5167,-79.0333,80.69,78,34,8.66,PA,2022-04-02 19:31:26
450,Muscat,23.6139,58.5922,80.62,37,56,4.14,OM,2022-04-02 19:31:26
451,Contamana,-7.3333,-75.0167,82.22,46,94,4.61,PE,2022-04-02 19:31:26
452,Beloha,-25.1667,45.05,71.83,65,0,4.36,MG,2022-04-02 19:31:27
453,Gloversville,43.0528,-74.3438,50.11,45,0,10.36,US,2022-04-02 19:28:06
454,Erzin,36.9559,36.2,64.94,54,0,2.71,TR,2022-04-02 19:31:27
455,Ambulu,-8.345,113.6058,74.84,91,100,2.51,ID,2022-04-02 19:31:28
456,Erenhot,43.6475,111.9767,42.08,29,4,17.52,CN,2022-04-02 19:31:28
457,Broome,42.2506,-75.833,48.02,52,0,8.05,US,2022-04-02 19:31:28
458,Puerto Penasco,31.3167,-113.5333,66.9,79,0,5.99,MX,2022-04-02 19:31:29
459,Rennes,48.1667,-1.6667,42.84,49,0,11.5,FR,2022-04-02 19:31:29
460,Padang,-0.9492,100.3543,76.19,83,21,4.29,ID,2022-04-02 19:31:29
461,Willmar,45.1219,-95.0433,48.22,62,40,20.71,US,2022-04-02 19:31:30
462,Chipinge,-20.1883,32.6236,63.36,92,6,6.17,ZW,2022-04-02 19:32:30
463,Rimbey,52.6334,-114.2353,42.62,59,100,15.1,CA,2022-04-02 19:32:31
464,Merritt Island,28.5392,-80.672,81.09,81,40,8.05,US,2022-04-02 19:30:03
465,Stuttgart,48.7823,9.177,33.66,95,100,8.05,DE,2022-04-02 19:32:22
466,Halifax,44.6453,-63.5724,41.22,70,100,12.66,CA,2022-04-02 19:31:54
467,Villarrobledo,39.2699,-2.6012,42.78,39,6,6.85,ES,2022-04-02 19:32:31
468,Hovd,48.0056,91.6419,36.1,30,94,7.36,MN,2022-04-02 19:32:32
469,Yaguajay,22.3272,-79.2378,85.87,56,6,13.35,CU,2022-04-02 19:28:19
470,Duluth,46.7833,-92.1066,42.57,64,100,18.41,US,2022-04-02 19:28:11
471,Praia,14.9215,-23.5087,73.94,64,20,19.57,CV,2022-04-02 19:27:42
472,Zychlin,52.244,19.6261,37.35,68,100,16.53,PL,2022-04-02 19:32:32
473,Sao Filipe,14.8961,-24.4956,71.56,79,12,9.86,CV,2022-04-02 19:32:33
474,Goba,7.0167,39.9833,50.72,69,100,3.71,ET,2022-04-02 19:32:33
475,Davila,18.4726,120.5763,77.18,82,100,23.44,PH,2022-04-02 19:32:34
476,Launceston,-41.45,147.1667,56.8,76,100,20.71,AU,2022-04-02 19:32:34
477,Akureyri,65.6835,-18.0878,39.13,87,100,9.22,IS,2022-04-02 19:32:27
478,Fairbanks,64.8378,-147.7164,17.24,55,100,4.61,US,2022-04-02 19:32:34
479,Yerofey Pavlovich,53.9667,121.9667,20.88,98,100,2.24,RU,2022-04-02 19:32:35
480,Nicolas Bravo,18.45,-88.9167,95.04,34,1,9.1,MX,2022-04-02 19:32:35
481,Dubbo,-32.25,148.6167,44.73,93,5,5.75,AU,2022-04-02 19:32:36
482,Carrick-On-Suir,52.3492,-7.4131,45.55,91,30,4.79,IE,2022-04-02 19:32:36
483,Thinadhoo,0.5333,72.9333,82.87,69,9,4.14,MV,2022-04-02 19:32:36
484,Torres,-29.3353,-49.7269,66.83,74,51,10.71,BR,2022-04-02 19:32:37
485,Auxerre,47.8,3.5667,35.64,89,100,10.71,FR,2022-04-02 19:32:37
486,Funtua,11.5233,7.3081,82.63,9,54,4.97,NG,2022-04-02 19:32:37
487,Inyonga,-6.7167,32.0667,69.62,78,100,4.23,TZ,2022-04-02 19:32:38
488,Moberly,39.4184,-92.4382,56.43,54,75,18.41,US,2022-04-02 19:32:38
489,Namibe,-15.1961,12.1522,71.29,83,100,5.97,AO,2022-04-02 19:32:38
490,Dillenburg,50.7333,8.2833,36.41,76,75,8.05,DE,2022-04-02 19:32:39
491,Saint-Louis,16.3333,-15.0,96.44,19,4,20.0,SN,2022-04-02 19:32:39
492,Leninskoye,41.7589,69.3864,52.5,57,0,4.83,KZ,2022-04-02 19:32:39
493,Richards Bay,-28.783,32.0377,72.57,94,97,3.62,ZA,2022-04-02 19:32:40
494,Carballo,43.213,-8.691,50.02,66,1,9.31,ES,2022-04-02 19:32:40
495,Banska Bystrica,48.5,19.5,34.52,98,100,1.79,SK,2022-04-02 19:32:40
496,Vila Velha,-20.3297,-40.2925,85.95,74,20,12.66,BR,2022-04-02 19:32:41
497,Warrnambool,-38.3833,142.4833,57.81,79,94,7.31,AU,2022-04-02 19:32:41
498,Minas,-34.3759,-55.2377,70.45,40,3,12.39,UY,2022-04-02 19:32:42
499,Qinzhou,21.95,108.6167,56.21,73,52,7.23,CN,2022-04-02 19:32:42
500,Tetouan,35.5711,-5.3724,56.17,72,75,13.8,MA,2022-04-02 19:32:42
501,Talara,-4.5772,-81.2719,88.56,48,0,16.11,PE,2022-04-02 19:32:43
502,Alice Springs,-23.7,133.8833,58.55,47,96,6.91,AU,2022-04-02 19:30:12
503,Griffith,41.5284,-87.4237,45.25,82,100,8.05,US,2022-04-02 19:32:43
504,Lajedo,-8.6636,-36.32,76.26,60,13,8.97,BR,2022-04-02 19:32:43
505,Abengourou,6.7297,-3.4964,75.42,95,56,3.02,CI,2022-04-02 19:32:44
506,Emerald,-23.5333,148.1667,69.94,94,40,4.61,AU,2022-04-02 19:32:44
507,Port-Gentil,-0.7193,8.7815,80.2,75,89,5.59,GA,2022-04-02 19:32:44
508,Maniitsoq,65.4167,-52.9,31.82,84,100,4.76,GL,2022-04-02 19:32:45
509,Verkh-Suetka,53.3,80.05,33.94,100,100,7.38,RU,2022-04-02 19:33:45
510,Kawalu,-7.3817,108.2082,72.64,97,100,3.09,ID,2022-04-02 19:33:46
511,Peniche,39.3558,-9.3811,55.29,70,100,16.13,PT,2022-04-02 19:33:46
512,Mareeba,-17.0,145.4333,68.72,98,62,1.9,AU,2022-04-02 19:33:46
513,Alta Floresta,-9.8756,-56.0861,85.82,70,100,3.44,BR,2022-04-02 19:33:47
514,Bafoulabe,13.8065,-10.8321,96.64,9,3,5.1,ML,2022-04-02 19:33:47
515,Port Keats,-14.25,129.55,77.88,63,18,0.92,AU,2022-04-02 19:33:47
516,Wagar,16.1525,36.2032,84.74,38,55,18.34,SD,2022-04-02 19:33:48
517,Acatlan,20.15,-98.45,80.42,26,55,14.72,MX,2022-04-02 19:33:48
518,Mchinji,-13.7984,32.8802,63.41,97,32,2.82,MW,2022-04-02 19:33:49
519,Tadine,-21.55,167.8833,79.81,87,100,17.76,NC,2022-04-02 19:33:49
520,Petropavlovsk-Kamchatskiy,53.0452,158.6483,23.59,58,75,6.71,RU,2022-04-02 19:33:49
521,Akyab,20.15,92.9,79.2,79,14,5.82,MM,2022-04-02 19:33:50
522,Harper,4.375,-7.7169,79.83,84,100,10.04,LR,2022-04-02 19:33:50
523,Isangel,-19.55,169.2667,81.0,85,100,5.88,VU,2022-04-02 19:33:50
524,Camocim,-2.9022,-40.8411,78.96,87,93,6.93,BR,2022-04-02 19:33:51
525,Masterton,-40.9597,175.6575,53.89,93,20,2.44,NZ,2022-04-02 19:33:51
526,Henties Bay,-22.116,14.2845,61.25,84,0,10.27,NA,2022-04-02 19:33:52
527,Leshukonskoye,64.8989,45.7622,14.95,93,65,3.56,RU,2022-04-02 19:33:52
528,Nenjiang,49.1833,125.2167,35.1,67,1,6.85,CN,2022-04-02 19:33:52
529,Dunedin,-45.8742,170.5036,54.81,88,26,5.46,NZ,2022-04-02 19:30:40
530,Gigmoto,13.7796,124.39,77.81,75,74,10.54,PH,2022-04-02 19:33:53
531,Foix,42.8333,1.5833,30.78,95,100,3.38,FR,2022-04-02 19:33:53
532,Gizo,-8.103,156.8419,80.46,80,100,7.16,SB,2022-04-02 19:33:54
533,Montepuez,-13.1256,38.9997,68.22,99,16,3.49,MZ,2022-04-02 19:33:54
534,Tecoanapa,16.5167,-98.75,85.17,45,95,11.14,MX,2022-04-02 19:33:54
535,Chulman,56.8479,124.9104,16.02,94,100,2.51,RU,2022-04-02 19:33:55
536,Port Augusta,-32.5,137.7667,60.42,52,96,4.7,AU,2022-04-02 19:33:55
537,Amurzet,47.6967,131.0981,34.68,67,0,9.93,RU,2022-04-02 19:33:55
538,Shizunai,42.3339,142.3669,36.1,82,36,6.15,JP,2022-04-02 19:33:56
539,Skibbereen,51.55,-9.2667,47.1,86,43,7.29,IE,2022-04-02 19:33:56
540,Tongzi,28.7829,105.0877,55.31,82,0,1.19,CN,2022-04-02 19:33:57
541,San Policarpo,12.1791,125.5072,79.52,78,28,13.47,PH,2022-04-02 19:33:57
542,Okhansk,57.7186,55.3877,32.07,91,100,7.25,RU,2022-04-02 19:33:57
543,Sao Joao Dos Patos,-6.495,-43.7022,73.78,96,100,3.78,BR,2022-04-02 19:33:58
544,Hokitika,-42.7167,170.9667,56.84,86,7,3.65,NZ,2022-04-02 19:33:58
545,Morro Bay,35.3658,-120.8499,77.58,69,76,8.01,US,2022-04-02 19:33:59
546,Katherine,-14.4667,132.2667,68.32,64,18,8.05,AU,2022-04-02 19:33:59
547,Ulladulla,-35.35,150.4667,59.9,83,37,10.02,AU,2022-04-02 19:34:00
548,Rudnichnyy,59.617,52.4703,23.74,89,100,7.85,RU,2022-04-02 19:34:00
549,Khashuri,41.9941,43.5999,49.19,61,27,5.21,GE,2022-04-02 19:34:00
550,Carnot,4.9409,15.8665,78.75,52,100,4.16,CF,2022-04-02 19:34:01
551,Ahuimanu,21.4447,-157.8378,78.51,65,40,19.57,US,2022-04-02 19:34:01
552,Hami,42.8,93.45,52.88,15,58,5.01,CN,2022-04-02 19:34:01
553,Lappeenranta,61.0587,28.1887,21.25,67,0,1.14,FI,2022-04-02 19:35:02
554,Lamu,-2.2717,40.902,84.42,80,100,9.91,KE,2022-04-02 19:35:03
555,Hambantota,6.1241,81.1185,79.0,82,18,5.01,LK,2022-04-02 19:35:03
556,Naerbo,58.6667,5.65,39.02,82,100,14.07,NO,2022-04-02 19:35:03
557,Takaka,-40.85,172.8,58.55,76,49,2.51,NZ,2022-04-02 19:35:04
558,Sioux Lookout,50.1001,-91.917,35.67,64,100,9.22,CA,2022-04-02 19:30:24
559,Kodinsk,58.6881,99.1844,12.74,98,99,3.56,RU,2022-04-02 19:35:04
560,Olafsvik,64.8945,-23.7142,41.63,96,100,18.79,IS,2022-04-02 19:35:05
561,Paamiut,61.994,-49.6678,33.6,92,59,2.71,GL,2022-04-02 19:35:05
562,Saint-Augustin,51.226,-58.6502,32.58,97,100,12.8,CA,2022-04-02 19:35:05
563,Myitkyina,25.3833,97.4,66.58,69,60,1.79,MM,2022-04-02 19:35:06
564,Kyshtovka,56.555,76.6271,27.95,98,100,5.88,RU,2022-04-02 19:35:06
565,Jesup,31.6074,-81.8854,73.33,46,40,4.61,US,2022-04-02 19:35:07
566,Cham,49.245,12.6825,32.7,94,100,4.43,DE,2022-04-02 19:35:07
567,Dolores,-36.3132,-57.6792,67.39,50,0,13.44,AR,2022-04-02 19:35:07
568,Birin,26.8865,88.0718,60.31,77,76,3.04,NP,2022-04-02 19:35:08
569,Sarab,38.6066,44.9883,59.05,34,6,1.66,IR,2022-04-02 19:35:08
570,Whitehorse,60.7161,-135.0538,34.57,52,40,11.5,CA,2022-04-02 19:35:09
571,Purranque,-40.9167,-73.1667,60.13,88,96,7.0,CL,2022-04-02 19:35:09
572,Karaton,-6.3424,106.1045,74.14,94,76,4.23,ID,2022-04-02 19:35:10
573,Dharan,26.8125,87.2835,73.33,79,8,3.62,NP,2022-04-02 19:35:10
574,Samagaltay,50.6022,95.0047,15.13,72,13,1.92,RU,2022-04-02 19:35:10
575,Manitouwadge,49.1215,-85.8403,33.37,98,100,7.43,CA,2022-04-02 19:35:11
576,Mumbwa,-14.9783,27.0619,63.7,92,9,3.51,ZM,2022-04-02 19:35:11
577,Maragogi,-9.0122,-35.2225,80.11,76,14,6.46,BR,2022-04-02 19:35:12
578,Djambala,-2.5447,14.7533,70.14,83,71,2.24,CG,2022-04-02 19:35:12
579,Aginskoye,51.1,114.53,36.18,62,99,6.96,RU,2022-04-02 19:35:13
580,Poya,-21.35,165.15,78.8,89,98,3.33,NC,2022-04-02 19:35:13
581,Ayan,56.45,138.1667,22.53,78,89,3.18,RU,2022-04-02 19:35:13
582,Dwarka,22.2394,68.9678,78.42,75,0,8.37,IN,2022-04-02 19:35:14
583,Kichera,55.9375,110.0997,30.67,87,100,8.46,RU,2022-04-02 19:35:14
584,Bandarbeyla,9.4942,50.8122,79.07,80,86,4.29,SO,2022-04-02 19:30:58
585,Kanniyakumari,8.0833,77.5667,81.27,79,22,9.64,IN,2022-04-02 19:35:15
586,Beruwala,6.4788,79.9828,78.35,84,7,2.26,LK,2022-04-02 19:35:15
587,Wanning,18.8003,110.3967,61.61,88,100,15.26,CN,2022-04-02 19:35:17
588,Kudahuvadhoo,2.6708,72.8944,82.47,69,62,1.1,MV,2022-04-02 19:35:17
589,Mackay,-21.15,149.2,71.69,94,40,6.91,AU,2022-04-02 19:33:51
