City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
577,Maragogi,BR,80.11,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
578,Djambala,CG,70.14,-2.5447,14.7533,Hotel Ravin D'or
580,Poya,NC,78.8,-21.35,165.15,
582,Dwarka,IN,78.42,22.2394,68.9678,Hotel Narayan Avezika Comfort
584,Bandarbeyla,SO,79.07,9.4942,50.8122,JABIR HOTEL
585,Kanniyakumari,IN,81.27,8.0833,77.5667,Sparsa Kanyakumari
586,Beruwala,LK,78.35,6.4788,79.9828,The Palms Hotel
588,Kudahuvadhoo,MV,82.47,2.6708,72.8944,Niyama Private Islands Maldives
589,Mackay,AU,71.69,-21.15,149.2,International Lodge Motel
592,Tautira,PF,81.95,-17.7333,-149.15,Pension Oaoa
594,Negombo,LK,80.65,7.2083,79.8358,Hotel Sunset Beach
596,Corumba,BR,80.31,-19.0092,-57.6533,Hotel Laura Vicunha
597,Isiro,CD,72.52,2.7739,27.616,Guest House Hewa Bora
599,Sao Joao Da Barra,BR,84.29,-21.6403,-41.0511,Pousada Porto De Canoas
608,Hatillo,PR,84.78,18.4863,-66.8254,El Buen Hotel
609,Sabang,ID,81.59,5.8933,95.3214,Hotel Citra
611,Guiglo,CI,75.4,6.5456,-7.4966,Hotel GBAOLY 2
620,Kapit,MY,72.37,2.0167,112.9333,Hotel Meligai Kapit
625,Iracoubo,GF,78.55,5.4802,-53.2011,Le Gîte d’Iracoubo
627,Fare,PF,81.63,-16.7,-151.0167,Maitai Lapita Village Huahine
633,Praya,CV,73.94,14.9215,-23.5087,LT Aparthotel
635,Daru,PG,77.14,-9.0763,143.2092,Daru Lodge
637,Mapiri,BO,77.94,-15.25,-68.1667,
638,Maceio,BR,83.64,-9.6658,-35.7353,Hotel Ponta Verde Maceió
646,Brokopondo,SR,78.01,4.75,-55.1667,Matu Island
649,Boda,CF,79.38,4.3189,17.4695,
